area_sqft,house_age,bedrooms,avg_rooms,bathrooms,population,avg_occupancy,latitude,longitude,area_name,city,price,price_per_sqft,distance_to_city_center,property_type
1097,10+,3,5,2,255193,5,13.01577,80.39736,Anna Nagar,Chennai,4730000,4312,15.61,Builder Floor
734,0-1,2,4,1,153542,4,13.20143,80.29915,Avadi,Chennai,7290000,9932,13.56,Independent House
2298,0-1,2,3,1,179611,3,13.0451,80.29197,Mogappair,Chennai,8450000,3677,4.77,Apartment
4488,10+,5,8,4,80622,4,12.97517,80.14244,Tambaram,Chennai,9660000,2152,18.33,Villa
2419,0-1,0,0,0,158020,0,13.02589,80.22288,Adyar,Chennai,4050000,1674,8.17,Plot
1847,5-10,4,5,3,256693,5,12.95948,80.42937,Velachery,Chennai,4870000,2637,21.98,Independent House
2203,5-10,1,2,1,39372,5,13.05383,79.99299,Mogappair,Chennai,4010000,1820,30.25,Apartment
1029,10+,2,3,1,152774,2,13.15465,80.33027,Virugambakkam,Chennai,5020000,4879,10.28,Apartment
1347,10+,2,3,2,147935,2,13.13792,80.06603,Poonamallee,Chennai,3520000,2613,23.0,Apartment
1769,1-5,0,0,0,244481,0,13.18009,80.33634,Ambattur,Chennai,2790000,1577,12.95,Plot
3952,10+,0,0,0,147734,0,13.04588,80.17986,Ambattur,Chennai,3360000,850,10.66,Plot
1511,10+,1,3,1,221865,4,13.05442,80.18765,Poonamallee,Chennai,4370000,2892,9.53,Apartment
1902,5-10,3,4,2,114888,2,13.13474,80.15045,Kolathur,Chennai,5440000,2860,14.25,Apartment
837,5-10,4,5,2,214658,2,13.05705,80.41432,Guindy,Chennai,4000000,4779,15.82,Builder Floor
3930,5-10,5,7,2,48506,5,13.11786,80.33301,Poonamallee,Chennai,11110000,2827,7.8,Villa
3052,0-1,0,0,0,176744,0,13.05918,80.26497,Velachery,Chennai,4430000,1452,2.69,Plot
4874,5-10,4,6,2,167151,3,13.08701,80.50457,Velachery,Chennai,8230000,1689,25.33,Villa
2910,5-10,3,6,2,216912,2,13.09767,80.28909,T Nagar,Chennai,6540000,2247,2.6,Independent House
842,1-5,1,2,1,216520,4,12.97506,80.32526,T Nagar,Chennai,5920000,7031,13.35,Apartment
1839,10+,2,3,2,188896,4,13.03236,80.3934,Porur,Chennai,4850000,2637,14.42,Apartment
2380,1-5,3,5,1,201865,3,13.17209,80.38658,Avadi,Chennai,6110000,2567,16.01,Apartment
2821,1-5,4,6,4,85637,5,13.20379,80.22163,Anna Nagar,Chennai,10160000,3602,14.48,Villa
867,0-1,2,5,2,270366,2,13.09928,80.27625,Virugambakkam,Chennai,9830000,11338,1.94,Independent House
4440,1-5,4,6,2,119382,6,13.24637,80.33238,Guindy,Chennai,8910000,2007,19.39,Villa
1718,5-10,4,5,4,183755,2,13.06551,80.29284,Anna Nagar,Chennai,8000000,4657,3.07,Independent House
2952,1-5,0,0,0,178728,0,13.07392,80.3105,Ambattur,Chennai,3790000,1284,4.42,Plot
4453,5-10,4,7,4,110217,6,13.11073,80.29453,T Nagar,Chennai,12850000,2886,4.05,Villa
2063,0-1,5,7,4,127451,3,13.12967,80.18042,Avadi,Chennai,8660000,4198,11.08,Villa
1744,10+,4,7,3,197835,6,13.0363,80.28985,Adyar,Chennai,3590000,2058,5.56,Builder Floor
1134,1-5,4,5,2,157298,2,13.09505,80.40765,Mogappair,Chennai,6890000,6076,14.9,Apartment
2050,5-10,2,4,1,205141,3,13.16707,80.30559,ECR,Chennai,7720000,3766,10.11,Independent House
1912,5-10,4,5,3,178449,4,13.08473,80.11713,Mylapore,Chennai,5210000,2725,16.63,Apartment
2144,1-5,3,4,3,253408,2,13.06038,80.24832,Perambur,Chennai,7360000,3433,3.47,Apartment
3131,5-10,3,5,3,153391,5,12.99589,80.20467,Adyar,Chennai,7200000,2300,12.01,Independent House
2302,5-10,4,5,1,196646,2,13.07266,80.29693,Mogappair,Chennai,5100000,2215,3.05,Apartment
2205,5-10,0,0,0,120436,0,13.15644,80.30932,Porur,Chennai,3220000,1460,9.2,Plot
1923,5-10,2,4,1,186053,2,13.21028,80.21959,Porur,Chennai,6610000,3437,15.23,Apartment
666,5-10,3,5,2,185710,4,12.91779,80.31478,Kolathur,Chennai,3900000,5856,18.95,Apartment
1995,10+,3,4,1,200581,4,12.97249,80.22552,ECR,Chennai,5500000,2757,13.2,Apartment
2620,1-5,4,5,2,220913,6,13.01324,80.31347,Sholinganallur,Chennai,7760000,2962,9.01,Independent House
2400,1-5,3,5,3,209015,2,13.11738,80.20621,Tambaram,Chennai,8260000,3442,7.98,Apartment
2622,5-10,4,5,4,167858,5,13.07904,80.2095,ECR,Chennai,8650000,3299,6.64,Independent House
1279,10+,2,3,1,162400,3,13.07845,80.36859,Kolathur,Chennai,5090000,3980,10.61,Apartment
1014,1-5,0,0,0,165112,0,13.1817,80.23412,Kodambakkam,Chennai,3480000,3432,11.7,Plot
538,10+,2,3,2,139456,4,13.03416,80.2876,Sholinganallur,Chennai,5290000,9833,5.7,Apartment
2355,5-10,3,4,2,239946,4,13.03275,80.25594,Kodambakkam,Chennai,6270000,2662,5.78,Apartment
1323,0-1,1,3,1,245153,5,13.1984,80.15959,Pallavaram,Chennai,7930000,5994,17.61,Apartment
850,1-5,3,4,3,196015,5,13.1728,80.33256,Tambaram,Chennai,6510000,7659,12.05,Apartment
771,10+,3,5,1,277702,3,13.13384,80.1534,Pallavaram,Chennai,4560000,5914,13.92,Apartment
1489,5-10,3,5,2,130981,3,13.19225,80.12985,Kolathur,Chennai,5800000,3895,19.52,Apartment
911,5-10,2,3,2,250060,3,13.17137,80.31844,Mogappair,Chennai,5700000,6257,11.13,Apartment
1938,1-5,4,7,3,219922,5,13.00163,80.32679,Poonamallee,Chennai,8010000,4133,10.87,Independent House
1742,0-1,3,4,3,200132,2,13.04589,80.26539,Adyar,Chennai,8190000,4701,4.13,Apartment
2996,1-5,4,7,3,141806,6,13.08814,80.1562,Virugambakkam,Chennai,10970000,3662,12.42,Villa
2057,1-5,4,5,3,82149,2,13.27866,80.1766,Chromepet,Chennai,5480000,2664,24.05,Apartment
1300,5-10,1,2,1,90772,5,13.00016,80.35977,Chromepet,Chennai,4530000,3485,13.32,Apartment
1212,1-5,2,3,2,261915,3,13.2242,80.23133,Velachery,Chennai,6720000,5545,16.3,Apartment
3450,5-10,3,5,4,190910,4,13.17218,80.31465,Porur,Chennai,10910000,3162,11.03,Villa
1800,1-5,2,5,2,108675,5,13.17174,80.35691,Mogappair,Chennai,8740000,4856,13.61,Independent House
2453,10+,4,6,2,243945,4,13.12455,80.37717,Kodambakkam,Chennai,5930000,2417,12.43,Independent House
845,1-5,2,3,2,230304,3,13.09479,80.33192,Anna Nagar,Chennai,7670000,9077,6.77,Independent House
3492,10+,4,5,3,195587,2,13.14944,80.4022,Chromepet,Chennai,5640000,1615,16.06,Independent House
624,1-5,3,5,2,144020,2,13.05438,80.20159,Sholinganallur,Chennai,6400000,10256,8.12,Apartment
1536,10+,1,2,1,157784,2,13.07502,80.16892,Nungambakkam,Chennai,4820000,3138,11.06,Apartment
751,1-5,4,6,2,227583,5,13.0468,80.35793,Sholinganallur,Chennai,6050000,8056,10.26,Apartment
2050,5-10,3,5,1,121688,3,13.08018,80.20283,Virugambakkam,Chennai,5480000,2673,7.36,Apartment
1028,5-10,2,3,1,118134,3,13.07506,80.1286,Nungambakkam,Chennai,4910000,4776,15.41,Apartment
3469,1-5,2,5,1,164940,6,13.10015,80.27238,Chromepet,Chennai,9960000,2871,1.95,Independent House
2919,5-10,4,5,3,200167,4,13.21892,80.26472,Poonamallee,Chennai,5760000,1973,15.16,Independent House
2519,5-10,3,4,3,191705,6,13.10366,80.17029,Sholinganallur,Chennai,5790000,2299,11.12,Independent House
1595,10+,2,4,1,247298,5,13.01001,80.2135,Poonamallee,Chennai,4860000,3047,10.18,Apartment
3135,1-5,5,8,1,134716,6,13.18176,80.20054,T Nagar,Chennai,6560000,2093,13.38,Independent House
1170,1-5,2,3,2,178322,2,13.19065,80.40362,Mylapore,Chennai,4890000,4179,18.74,Apartment
4461,5-10,3,5,2,184318,6,13.1388,80.28523,Madhavaram,Chennai,13630000,3055,6.43,Villa
3362,5-10,4,6,3,310142,6,13.06883,80.31928,Tambaram,Chennai,11380000,3385,5.48,Villa
2170,5-10,2,4,1,96130,2,13.20545,80.25649,Karapakkam,Chennai,5480000,2525,13.74,Apartment
3752,1-5,0,0,0,227577,0,13.20525,80.25532,Guindy,Chennai,4040000,1077,13.73,Plot
2162,10+,2,3,1,169273,2,13.19703,80.2215,OMR,Chennai,5390000,2493,13.78,Apartment
1819,1-5,1,2,1,173723,3,13.20541,80.28173,Perambur,Chennai,6420000,3529,13.7,Apartment
1019,5-10,2,4,2,227306,3,12.99507,80.31439,Pallavaram,Chennai,6690000,6565,10.83,Apartment
2161,1-5,3,5,2,214585,5,13.02956,80.34123,Kodambakkam,Chennai,6680000,3091,9.66,Apartment
4006,1-5,4,6,2,169907,5,13.04292,80.21943,Nungambakkam,Chennai,9970000,2489,7.1,Villa
564,1-5,2,4,1,128758,4,13.10384,80.32872,OMR,Chennai,8080000,14326,6.71,Apartment
4919,1-5,3,6,2,187848,3,13.052,80.34702,Anna Nagar,Chennai,13390000,2722,8.94,Villa
1746,5-10,2,3,2,82499,3,13.10105,80.40771,Avadi,Chennai,6340000,3631,14.98,Apartment
4628,5-10,5,8,4,168296,6,13.06051,80.32791,Perambur,Chennai,12640000,2731,6.67,Villa
1256,5-10,2,4,1,190298,6,13.07288,80.27817,Avadi,Chennai,7630000,6075,1.36,Independent House
1314,0-1,2,5,1,253879,6,13.08846,80.25372,Sholinganallur,Chennai,8280000,6301,1.95,Independent House
1389,0-1,1,3,1,210053,2,13.07742,80.30675,Tambaram,Chennai,6420000,4622,3.95,Apartment
1045,5-10,0,0,0,187605,0,13.11598,80.20686,Adyar,Chennai,3070000,2938,7.84,Plot
904,10+,2,4,1,244814,4,13.08916,80.2202,Guindy,Chennai,5160000,5708,5.52,Apartment
607,1-5,1,2,1,279180,3,13.14274,80.32656,Kolathur,Chennai,5330000,8781,9.01,Apartment
2182,5-10,4,5,1,141097,3,12.88363,80.21804,Guindy,Chennai,4280000,1962,22.86,Apartment
2963,0-1,3,5,3,95686,5,13.13152,80.28326,Guindy,Chennai,10250000,3459,5.6,Independent House
3581,5-10,4,7,2,159639,5,13.07758,80.31309,ECR,Chennai,10860000,3033,4.63,Villa
2436,10+,2,4,2,132645,5,13.07523,80.22835,Chromepet,Chennai,5150000,2114,4.66,Apartment
2865,1-5,4,6,2,117023,6,13.10072,80.32612,Anna Nagar,Chennai,6130000,2140,6.33,Independent House
3215,1-5,2,3,2,198248,6,13.10304,80.24093,Mylapore,Chennai,8410000,2616,3.94,Independent House
3346,1-5,2,3,1,252720,4,13.12575,80.33714,T Nagar,Chennai,7610000,2274,8.64,Independent House
1926,1-5,3,4,2,203949,4,13.20152,80.25136,ECR,Chennai,4910000,2549,13.38,Builder Floor
1218,10+,0,0,0,85567,0,13.07432,80.05442,Guindy,Chennai,2430000,1995,23.44,Plot
932,5-10,3,5,2,121758,4,13.01546,80.25272,OMR,Chennai,5340000,5730,7.73,Apartment
1949,0-1,2,3,2,120650,2,13.07155,80.32987,Anna Nagar,Chennai,6790000,3484,6.53,Apartment
1311,5-10,3,6,3,203342,5,12.9442,80.3903,OMR,Chennai,4570000,3486,20.13,Builder Floor
1145,0-1,3,6,1,129665,5,13.13355,80.2268,Pallavaram,Chennai,5490000,4795,7.39,Builder Floor
893,1-5,2,4,2,143873,4,13.08182,80.2181,Tambaram,Chennai,6100000,6831,5.7,Apartment
2146,1-5,2,4,2,84095,2,13.06894,80.25713,Mogappair,Chennai,8600000,4007,2.12,Apartment
1293,10+,3,4,1,221110,4,13.12472,80.17968,Anna Nagar,Chennai,4380000,3387,10.91,Apartment
522,1-5,3,5,1,193278,3,13.16097,80.31247,Avadi,Chennai,4080000,7816,9.81,Apartment
2297,1-5,0,0,0,109036,0,13.15414,80.41707,Velachery,Chennai,3580000,1559,17.73,Plot
975,5-10,2,5,1,191743,2,13.20588,80.35917,Anna Nagar,Chennai,5020000,5149,16.71,Independent House
5917,1-5,5,8,4,228621,5,13.00651,80.21654,Guindy,Chennai,13340000,2255,10.31,Villa
1982,5-10,4,5,1,195322,5,13.0022,80.24318,Nungambakkam,Chennai,5370000,2709,9.43,Apartment
1547,1-5,3,5,1,203388,2,13.03013,80.29809,Avadi,Chennai,6610000,4273,6.56,Builder Floor
746,1-5,3,4,3,189974,3,12.99703,80.42361,Tambaram,Chennai,6540000,8767,19.11,Independent House
759,5-10,2,4,2,227580,5,13.02085,80.27074,Tambaram,Chennai,6520000,8590,6.88,Apartment
2660,5-10,0,0,0,225470,0,12.95533,80.34063,Velachery,Chennai,2510000,944,16.06,Plot
3028,5-10,2,3,2,175496,6,13.13491,80.17969,Chromepet,Chennai,4190000,1384,11.44,Independent House
3291,10+,3,5,2,117782,5,13.06545,80.20086,Porur,Chennai,9580000,2911,7.8,Villa
645,5-10,4,5,3,146102,5,13.18928,80.28883,Mogappair,Chennai,5280000,8186,12.01,Apartment
1077,10+,2,4,1,270525,2,13.01904,80.25599,ECR,Chennai,4750000,4410,7.26,Apartment
2098,5-10,3,5,1,186365,2,13.21536,80.3336,Perambur,Chennai,5290000,2521,16.25,Apartment
1202,1-5,0,0,0,317953,0,13.24958,80.18952,Mylapore,Chennai,2440000,2030,20.53,Plot
2045,1-5,3,6,3,121023,3,13.09839,80.19837,Karapakkam,Chennai,8470000,4142,8.03,Independent House
1889,5-10,2,5,1,142236,4,13.00544,80.30485,Perambur,Chennai,6230000,3298,9.35,Builder Floor
5723,5-10,4,7,3,115729,5,13.05277,80.25825,Ambattur,Chennai,14220000,2485,3.59,Villa
1146,5-10,2,4,1,112462,2,13.19743,80.29067,Kolathur,Chennai,5520000,4817,12.94,Apartment
576,5-10,3,5,2,201625,3,13.10735,80.26827,Pallavaram,Chennai,6470000,11233,2.75,Apartment
1736,0-1,4,5,1,207322,5,13.03713,80.2094,Karapakkam,Chennai,7250000,4176,8.35,Independent House
971,1-5,1,3,1,194715,2,13.00337,80.32585,ECR,Chennai,4940000,5088,10.65,Apartment
1337,1-5,1,2,1,139158,4,13.15163,80.28182,ECR,Chennai,6950000,5198,7.76,Apartment
2872,1-5,3,5,2,190556,5,13.05641,80.11262,Chromepet,Chennai,6640000,2312,17.37,Independent House
630,10+,3,6,2,208539,6,13.00405,80.1412,Adyar,Chennai,5610000,8905,16.53,Independent House
711,1-5,3,5,1,170419,3,13.03551,80.33824,Tambaram,Chennai,5420000,7623,9.0,Apartment
1482,10+,3,5,2,176916,2,13.05923,80.15475,Perambur,Chennai,5380000,3630,12.83,Apartment
1486,5-10,3,6,3,255621,2,12.96097,80.41044,Mogappair,Chennai,4630000,3116,20.31,Builder Floor
748,0-1,2,3,2,195454,4,12.90857,80.33003,OMR,Chennai,4210000,5628,20.4,Independent House
1584,5-10,1,2,1,190812,2,13.05519,80.3167,Ambattur,Chennai,6370000,4021,5.85,Apartment
1560,0-1,1,2,1,157761,3,13.12646,80.27621,Karapakkam,Chennai,7710000,4942,4.9,Apartment
1082,10+,5,7,4,188579,2,12.99019,80.4512,ECR,Chennai,4220000,3900,22.09,Independent House
2020,0-1,3,5,3,276202,4,13.16093,80.10225,Porur,Chennai,5130000,2540,20.21,Apartment
1716,5-10,1,3,1,201819,3,13.12502,80.27526,Adyar,Chennai,5460000,3182,4.73,Apartment
1116,1-5,2,3,1,186067,4,13.14794,80.26685,Mylapore,Chennai,6830000,6120,7.27,Apartment
1135,10+,1,3,1,150081,4,13.04256,80.1609,Mylapore,Chennai,5810000,5119,12.7,Apartment
3015,0-1,0,0,0,166489,0,13.11748,80.30873,Adyar,Chennai,3490000,1158,5.65,Plot
2718,0-1,3,4,3,86578,5,13.1656,80.39354,Chromepet,Chennai,8820000,3245,16.18,Independent House
2502,1-5,3,5,3,146711,2,13.19215,80.1772,Poonamallee,Chennai,5990000,2394,15.83,Independent House
1875,1-5,3,5,3,254330,4,13.13702,80.20571,Nungambakkam,Chennai,7050000,3760,9.27,Apartment
825,1-5,2,4,1,136229,2,13.06173,80.46602,Sholinganallur,Chennai,4050000,4909,21.28,Apartment
575,5-10,4,5,3,131969,4,13.16221,80.19804,ECR,Chennai,5250000,9130,11.84,Apartment
1735,10+,2,4,1,203872,3,13.07965,80.27468,T Nagar,Chennai,7040000,4058,0.55,Apartment
1078,1-5,1,2,1,294737,3,13.09425,80.33683,Kolathur,Chennai,7860000,7291,7.28,Apartment
480,1-5,2,4,2,246515,5,13.02469,80.2867,Perambur,Chennai,5340000,11125,6.68,Apartment
4828,10+,3,5,4,237482,6,13.18965,80.36531,Velachery,Chennai,9240000,1914,15.7,Villa
965,5-10,3,6,3,82085,2,13.12107,80.28662,Guindy,Chennai,4950000,5130,4.6,Builder Floor
1480,10+,3,4,3,217414,6,13.08393,80.22444,Virugambakkam,Chennai,6780000,4581,5.01,Independent House
1484,10+,2,4,2,142889,4,13.05057,80.25834,Madhavaram,Chennai,4540000,3059,3.82,Apartment
2314,0-1,2,4,2,252437,5,13.16549,80.15708,Kolathur,Chennai,5980000,2584,15.37,Apartment
1321,5-10,2,3,1,233472,4,13.03869,80.30341,Mogappair,Chennai,6400000,4845,6.04,Independent House
1676,10+,0,0,0,156808,0,13.14511,80.27742,OMR,Chennai,3060000,1826,6.98,Plot
998,0-1,3,6,3,173039,6,13.26035,80.27141,Mogappair,Chennai,6430000,6443,19.75,Independent House
4711,10+,5,7,2,209881,6,13.0513,80.32607,Virugambakkam,Chennai,9650000,2048,6.94,Villa
1804,1-5,2,3,1,107388,4,13.14624,80.23663,Kolathur,Chennai,6400000,3548,7.97,Builder Floor
3033,10+,5,8,3,245782,4,12.94355,80.32707,Velachery,Chennai,6110000,2015,16.63,Independent House
2570,1-5,3,5,3,105186,4,13.02022,80.2368,Pallavaram,Chennai,8660000,3370,7.86,Independent House
1566,10+,2,4,2,176710,5,13.1594,80.29805,T Nagar,Chennai,5460000,3487,9.03,Apartment
1303,5-10,1,3,1,171844,2,12.97976,80.27934,Nungambakkam,Chennai,5260000,4037,11.48,Apartment
3196,1-5,3,5,1,203298,4,13.09989,80.22576,Anna Nagar,Chennai,9380000,2935,5.23,Independent House
5383,5-10,4,6,3,240139,5,12.95027,80.24786,ECR,Chennai,7800000,1449,14.93,Villa
1993,10+,3,5,2,212118,4,12.96997,80.23801,Karapakkam,Chennai,5270000,2644,13.03,Apartment
1908,5-10,2,3,1,221614,5,13.0731,80.32993,Tambaram,Chennai,5760000,3019,6.5,Apartment
4956,1-5,4,7,3,231877,3,13.06206,80.24044,Perambur,Chennai,14470000,2920,4.0,Villa
3171,10+,4,6,2,235322,2,13.10489,80.26892,Pallavaram,Chennai,6750000,2129,2.47,Independent House
2303,10+,1,3,1,107685,5,13.17381,80.2795,Poonamallee,Chennai,5490000,2384,10.18,Apartment
1127,1-5,3,4,2,171882,4,12.94101,80.30842,Kolathur,Chennai,5540000,4916,16.28,Apartment
3097,10+,0,0,0,128120,0,13.17276,80.17477,Pallavaram,Chennai,2210000,714,14.43,Plot
1352,10+,2,4,1,99983,5,13.09719,80.37496,Anna Nagar,Chennai,4990000,3691,11.41,Apartment
1042,10+,4,5,1,105018,5,13.08344,80.37141,Adyar,Chennai,4050000,3887,10.91,Apartment
3645,1-5,4,7,3,137212,6,13.25362,80.1696,Kodambakkam,Chennai,9540000,2617,21.93,Villa
1172,10+,2,4,1,210094,4,13.03202,80.32385,Perambur,Chennai,5220000,4454,8.06,Apartment
1030,1-5,4,7,2,243822,4,13.05071,80.29224,Anna Nagar,Chennai,6770000,6573,4.25,Builder Floor
2201,10+,3,5,2,156538,5,13.10252,80.37335,Tambaram,Chennai,4730000,2149,11.33,Independent House
2667,5-10,4,6,3,173005,4,13.0202,80.1887,Ambattur,Chennai,5580000,2092,11.28,Independent House
1098,1-5,2,3,2,187711,3,13.10934,80.0831,Anna Nagar,Chennai,4910000,4472,20.53,Apartment
957,1-5,4,5,4,205537,5,12.96839,80.28845,ECR,Chennai,6540000,6834,12.86,Independent House
4138,1-5,4,7,2,154606,4,13.23275,80.40023,Poonamallee,Chennai,8900000,2151,21.8,Villa
812,0-1,0,0,0,216407,0,10.91354,76.99015,Singanallur,Coimbatore,1890000,2328,12.08,Plot
987,5-10,4,6,1,159904,3,10.99757,76.82221,Sowripalayam,Coimbatore,3210000,3252,14.74,Apartment
2909,10+,4,7,3,136450,4,11.07267,76.93556,Saibaba Colony,Coimbatore,4340000,1492,6.59,Independent House
964,1-5,0,0,0,180086,0,11.07958,77.00552,Ganapathy,Coimbatore,1690000,1753,8.84,Plot
1192,5-10,4,7,2,156340,3,10.93439,77.14786,Sulur,Coimbatore,2570000,2156,22.88,Independent House
3390,1-5,3,4,2,201513,5,10.94927,76.93531,Podanur,Coimbatore,5130000,1513,7.84,Independent House
947,0-1,1,2,1,154570,4,10.93393,76.94408,Ganapathy,Coimbatore,4190000,4424,9.3,Apartment
1210,5-10,4,6,4,99430,4,11.06884,76.99052,Thudiyalur,Coimbatore,3270000,2702,6.92,Builder Floor
4336,5-10,4,7,4,136474,6,10.98884,76.89399,Peelamedu,Coimbatore,6170000,1423,7.43,Villa
1547,1-5,1,2,1,77968,2,11.05981,76.99005,Singanallur,Coimbatore,4350000,2812,6.07,Apartment
3772,5-10,0,0,0,88363,0,11.15016,76.96552,RS Puram,Coimbatore,1950000,517,14.87,Plot
2896,1-5,2,3,2,117192,2,11.04346,76.96939,Kovaipudur,Coimbatore,5830000,2013,3.31,Independent House
699,5-10,4,5,1,89964,3,10.92479,76.98353,Kovaipudur,Coimbatore,3480000,4979,10.67,Apartment
1173,5-10,3,4,3,101211,5,11.1061,77.07644,Podanur,Coimbatore,3480000,2967,16.49,Independent House
3376,5-10,0,0,0,111156,0,11.02812,76.76196,Podanur,Coimbatore,1650000,489,21.19,Plot
552,5-10,2,4,1,98480,3,11.11146,76.88709,Kuniyamuthur,Coimbatore,3160000,5725,12.92,Apartment
1386,5-10,2,4,2,145840,2,11.20806,76.98597,Saibaba Colony,Coimbatore,2530000,1825,21.52,Apartment
692,0-1,1,3,1,117153,4,11.02626,76.90186,Sulur,Coimbatore,3860000,5578,5.98,Apartment
1131,5-10,3,5,1,95568,3,10.98347,76.93501,Singanallur,Coimbatore,3550000,3139,4.35,Apartment
1641,10+,3,6,1,151040,6,10.97655,76.84287,Thudiyalur,Coimbatore,2140000,1304,13.11,Builder Floor
682,1-5,1,3,1,126590,2,10.94337,76.90416,Singanallur,Coimbatore,3120000,4575,9.92,Apartment
2308,10+,2,3,2,128111,5,10.88753,76.97977,Sulur,Coimbatore,3450000,1495,14.61,Apartment
2926,10+,3,5,3,124862,5,10.95776,76.9703,Singanallur,Coimbatore,3190000,1090,6.75,Independent House
1275,1-5,2,3,1,152753,5,11.03682,77.02053,Ondipudur,Coimbatore,3260000,2557,7.41,Apartment
1411,5-10,1,2,1,106019,2,11.00374,77.08539,Peelamedu,Coimbatore,3030000,2147,14.22,Apartment
1475,0-1,2,4,2,120232,6,10.98421,77.07351,Ganapathy,Coimbatore,3880000,2631,13.35,Independent House
3793,0-1,0,0,0,80449,0,11.00031,77.01663,Singanallur,Coimbatore,2750000,725,6.89,Plot
2086,5-10,4,6,3,115241,4,11.17157,76.86986,Sulur,Coimbatore,2940000,1409,19.6,Apartment
1087,10+,2,3,2,172092,5,10.9575,76.90426,Saibaba Colony,Coimbatore,3160000,2907,8.67,Builder Floor
3167,1-5,4,7,2,88231,5,10.9627,76.86825,Singanallur,Coimbatore,5340000,1686,11.29,Villa
2633,0-1,3,5,3,124900,5,11.03465,77.04029,Sulur,Coimbatore,3220000,1223,9.43,Independent House
4869,1-5,4,7,4,168168,3,11.01988,77.07105,Gandhipuram,Coimbatore,7050000,1448,12.58,Villa
2219,5-10,3,5,1,92430,3,11.07227,76.94867,Sowripalayam,Coimbatore,3750000,1690,6.22,Apartment
1481,0-1,3,4,1,135937,4,10.9917,76.98941,Kovaipudur,Coimbatore,4920000,3322,4.61,Apartment
604,10+,2,3,1,161098,5,10.99301,76.93609,Podanur,Coimbatore,3050000,5050,3.41,Apartment
1897,10+,2,3,2,81619,5,11.01606,76.98036,Kovaipudur,Coimbatore,3490000,1840,2.68,Apartment
1300,0-1,3,5,1,117429,4,10.94909,76.90901,RS Puram,Coimbatore,4400000,3385,9.1,Apartment
2313,5-10,2,3,2,117622,3,11.04846,76.97688,Saibaba Colony,Coimbatore,4610000,1993,4.21,Apartment
1029,10+,1,3,1,95670,4,10.77619,77.00149,Thudiyalur,Coimbatore,1670000,1623,27.22,Apartment
981,1-5,3,5,1,99092,2,11.11543,76.98276,RS Puram,Coimbatore,3530000,3598,11.35,Apartment
2112,1-5,2,3,1,108463,2,11.16268,76.93677,Singanallur,Coimbatore,3500000,1657,16.35,Apartment
4133,1-5,5,7,3,77663,5,11.17107,76.98376,Sowripalayam,Coimbatore,5720000,1384,17.42,Villa
2033,0-1,3,4,2,105732,3,10.97539,76.93194,Vadavalli,Coimbatore,3860000,1899,5.29,Apartment
2777,10+,3,4,1,99978,2,11.01181,76.94159,Sowripalayam,Coimbatore,3830000,1379,1.65,Independent House
3062,0-1,0,0,0,150849,0,11.02115,76.84833,Ganapathy,Coimbatore,2180000,712,11.74,Plot
4325,1-5,3,5,3,96641,5,11.03551,77.03864,Gandhipuram,Coimbatore,7320000,1692,9.28,Villa
1076,1-5,3,5,3,134854,5,11.07756,76.93246,Saibaba Colony,Coimbatore,3280000,3048,7.22,Builder Floor
1521,1-5,4,6,2,163274,3,10.85506,76.9477,Sowripalayam,Coimbatore,3520000,2314,18.01,Apartment
2745,0-1,4,6,2,138309,6,11.10955,77.03365,Kovaipudur,Coimbatore,4170000,1519,13.36,Independent House
858,10+,3,4,3,163437,2,10.99019,77.05721,Ganapathy,Coimbatore,2330000,2716,11.46,Apartment
3564,5-10,3,5,2,97319,3,10.9374,77.03052,Hopes College,Coimbatore,6290000,1765,12.02,Villa
476,1-5,1,3,1,80634,3,10.94581,77.06459,Hopes College,Coimbatore,3570000,7500,14.26,Apartment
1361,1-5,2,3,1,161051,3,11.02916,76.92888,RS Puram,Coimbatore,5520000,4056,3.24,Apartment
2694,1-5,3,5,1,126628,4,11.05464,76.90415,Sulur,Coimbatore,3950000,1466,7.03,Independent House
1788,5-10,2,3,1,117222,5,10.96449,76.95799,Peelamedu,Coimbatore,3430000,1918,5.82,Apartment
1349,10+,3,5,2,119979,2,11.04914,77.01307,Thudiyalur,Coimbatore,2930000,2172,7.21,Apartment
1449,0-1,3,4,1,80683,4,10.96907,77.12364,RS Puram,Coimbatore,3770000,2602,19.07,Independent House
998,0-1,3,4,2,115211,2,10.97677,76.99088,Thudiyalur,Coimbatore,4640000,4649,5.87,Apartment
728,0-1,1,3,1,95293,4,11.05085,77.04444,Kovaipudur,Coimbatore,3190000,4382,10.39,Apartment
1946,10+,4,7,2,136868,5,11.05382,76.71213,Kovaipudur,Coimbatore,2750000,1413,26.91,Independent House
1855,10+,2,5,1,226671,3,11.07787,76.99671,Ondipudur,Coimbatore,3220000,1736,8.13,Builder Floor
1325,10+,3,4,2,147959,2,10.97348,76.95007,Thudiyalur,Coimbatore,3240000,2445,4.86,Apartment
1226,1-5,5,7,3,160494,6,10.96125,76.83341,Sulur,Coimbatore,3580000,2920,14.72,Builder Floor
